CONCESIONARIO|CODINTERNO|IDLOCALID|DIRECCION|CAPACIDAD|APROVECHAB|SERIAL|FECVIGDES|FECHAINSTA|LONGITUD|LATITUD|NOVUBICACI|FECHANOVED
Ciudad LÌmpia (ASE03)|11-1002|8|KR 72J No 43 40 SUR - CONJUNTO LA ALEJANDA VI ETAPA|1100|S||2025-11-01 00:00:00||-74.15030412399994|4.603822869000055|ET|2024-05-09
Ciudad LÌmpia (ASE03)|11-0320|8|CL 5C No 71C 44 - CLINICA DE OCCIDENTE|1100|S||2025-11-01 00:00:00||-74.13585591899994|4.6295609210000634|ET|2023-11-21
Ciudad LÌmpia (ASE03)|11-0432|8|Cra 74 No 44-29 SUR - CONJUNTO MULTIFAMILIAR LAGO TIMIZA ETAPA 2|1100|S||2025-11-01 00:00:00||-74.16055432899998|4.608557946000076|ET|2022-03-24
Ciudad LÌmpia (ASE03)|11-0799|8|CL 40 SUR No 72K 02 - CONJUNTO URBANO 40|1100|S||2025-11-01 00:00:00||-74.14730667799995|4.60925988300005|ET|2022-04-19
Ciudad LÌmpia (ASE03)|11-0206|8|CL 9C No 68 52 - COLEGIO NICOLAS ESGUERRA|1100|S||2025-11-01 00:00:00||-74.12282537899995|4.632643504000043|ET|2021-09-28
Ciudad LÌmpia (ASE03)|11-0089|8|CRA 78 No 42G-60 SUR - CONJUNTO LAGO TIMIZA ETAPA 2 MANZANA 3|1100|S||2025-11-01 00:00:00||-74.16039252499996|4.611660763000032|ET|2022-03-17
Ciudad LÌmpia (ASE03)|11-0782|8|KR 87 No 48 50 SUR - CONJUNTO ALMENDRAS DE SAN JOSE 1|1100|S||2025-11-01 00:00:00||-74.17684054999995|4.628305089000037|ET|2022-04-13
Ciudad LÌmpia (ASE03)|11-0956|8|CL 35C SUR No 78F 81 - COLEGIO PROSPERO PINZON|1100|S||2025-11-01 00:00:00||-74.15100185999995|4.624311621000061|ET|2021-08-11
Ciudad LÌmpia (ASE03)|11-0090|9|CL 14B No 116 05 - CENTRO LOGISTICO DE OCCIDENTE|1100|S||2025-11-01 00:00:00||-74.16464018899995|4.676617470000053|ET|2021-12-24
Ciudad LÌmpia (ASE03)|11-0889|8|KR 87 No 48 50 SUR - CONJUNTO ALMENDRAS DE SAN JOSE 1|1100|S||2025-11-01 00:00:00||-74.17686050399993|4.628311000000053|ET|2022-04-13
Ciudad LÌmpia (ASE03)|11-0522|9|DG 16BBIS No 98 50 - CONJUNTO SAN LORENZO I|1100|S||2025-11-01 00:00:00||-74.14862403799998|4.66906913400004|ET|2021-08-21
Ciudad LÌmpia (ASE03)|11-0022|8|KR 81J No 56 86 SUR - CONJUNTO SAMARIA III|1100|S||2025-11-01 00:00:00||-74.18076780699994|4.617791798000042|ET|2021-10-21
Ciudad LÌmpia (ASE03)|11-0071|9|KR 123 No 13D 38 - PARQUE EMPRESARIAL LA ESTANCIA|1100|S||2025-11-01 00:00:00||-74.16977591199998|4.679320442000062|ET|2021-12-24
Ciudad LÌmpia (ASE03)|11-0008|8|CL 11 A No 79A 28 - CONJUNTO PARQUES DE CASTILLA 6|1100|S||2025-11-01 00:00:00||-74.13940505199997|4.646549153000024|ET|2023-10-06
Ciudad LÌmpia (ASE03)|11-0283|9|CL 14B No 116 05 - CENTRO LOGISTICO DE OCCIDENTE|1100|S||2025-11-01 00:00:00||-74.16464018899995|4.676617470000053|ET|2021-12-24
Ciudad LÌmpia (ASE03)|11-0806|9|KR 79 No 19A 56 - CONJUNTO LA CUMBRE|1100|S||2025-11-01 00:00:00||-74.12792554499998|4.658285901000056|ET|2025-01-11
Ciudad LÌmpia (ASE03)|11-0300|8|KR 79D No 42A 25 SUR - COLEGIO SAN JOSE|1100|S||2025-11-01 00:00:00||-74.16307000099994|4.621327686000029|ET|2022-02-16
Ciudad LÌmpia (ASE03)|11-0728|9|KR 123 No 13D 38 - PARQUE EMPRESARIAL LA ESTANCIA|1100|S||2025-11-01 00:00:00||-74.16977591199998|4.679320442000062|ET|2021-12-24
Ciudad LÌmpia (ASE03)|11-0184|8|TV 72F No 39H 04 - AGRUPACI√ìN DE VIVIENDA LA CAMPI√ëA|1100|S||2025-11-01 00:00:00||-74.14357153599997|4.6043882780000445|ET|2019-12-11
Ciudad LÌmpia (ASE03)|11-0469|8|CL 6 A No 89 - 47 - AGRUPACION DE VIVIENDA TINTAL FASE 6|1100|S||2025-11-01 00:00:00||-74.15927158699998|4.647604763000061|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0287|8|CL 6 A No 89 - 47 - AGRUPACION DE VIVIENDA TINTAL FASE 6|1100|S||2025-11-01 00:00:00||-74.15927158699998|4.647604763000061|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0041|8|CL 6 A No 89 - 47 - AGRUPACION DE VIVIENDA TINTAL FASE 6|1100|S||2025-11-01 00:00:00||-74.15927158699998|4.647604763000061|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0530|8|KR 78F No 1 22 - AGRUPACI√ìN URBANIZACI√ìN TECHO|1100|S||2025-11-01 00:00:00||-74.14730610699996|4.627550864000057|ET|2019-12-19
Ciudad LÌmpia (ASE03)|11-0596|8|KR 78F No 1 22 - AGRUPACI√ìN URBANIZACI√ìN TECHO|1100|S||2025-11-01 00:00:00||-74.14730610699996|4.627550864000057|ET|2019-12-19
Ciudad LÌmpia (ASE03)|11-0679|8|KR 78F No 1 22 - AGRUPACI√ìN URBANIZACI√ìN TECHO|1100|S||2025-11-01 00:00:00||-74.14730610699996|4.627550864000057|ET|2019-12-19
Ciudad LÌmpia (ASE03)|11-0565|8|KR 78F No 1 22 - AGRUPACI√ìN URBANIZACI√ìN TECHO|1100|S||2025-11-01 00:00:00||-74.14730610699996|4.627550864000057|ET|2019-12-19
Ciudad LÌmpia (ASE03)|11-0526|8|KR 78F No 1 22 - AGRUPACI√ìN URBANIZACI√ìN TECHO|1100|S||2025-11-01 00:00:00||-74.14730610699996|4.627550864000057|ET|2019-12-19
Ciudad LÌmpia (ASE03)|11-0598|8|KR 78F No 1 22 - AGRUPACI√ìN URBANIZACI√ìN TECHO|1100|S||2025-11-01 00:00:00||-74.14730610699996|4.627550864000057|ET|2019-12-19
Ciudad LÌmpia (ASE03)|11-0643|9|CL 22D No 72 41 - CONJUNTO LA CASCADA|1100|S||2025-11-01 00:00:00||-74.11972417799996|4.658450997000045|ET|2023-02-18
Ciudad LÌmpia (ASE03)|11-0684|8|KR 86 No 13B 80 - CONJUNTO CANELA|1100|S||2025-11-01 00:00:00||-74.14030110299996|4.654739306000067|ET|2024-02-13
Ciudad LÌmpia (ASE03)|11-0305|8|KR 78F No 1 22 - AGRUPACI√ìN URBANIZACI√ìN TECHO|1100|S||2025-11-01 00:00:00||-74.14730610699996|4.627550864000057|ET|2019-12-19
Ciudad LÌmpia (ASE03)|11-0356|8|KR 86 No 13B 80 - CONJUNTO CANELA|1100|S||2025-11-01 00:00:00||-74.14030110299996|4.654739306000067|ET|2024-02-13
Ciudad LÌmpia (ASE03)|11-0230|8|KR 78B No 1-17 - AGRUPACI√ìN URBANIZACI√ìN TECHO|1100|S||2025-11-01 00:00:00||-74.14645081999998|4.626763983000046|ET|2019-07-28
Ciudad LÌmpia (ASE03)|11-0101|8|KR 86 No 13B 80 - CONJUNTO CANELA|1100|S||2025-11-01 00:00:00||-74.14030110299996|4.654739306000067|ET|2024-02-13
Ciudad LÌmpia (ASE03)|11-0238|8|KR72 J Bis No 40 c -50Sur - ALAMEDAS DE TIMIZA 1|1100|S||2025-11-01 00:00:00||-74.14994373299999|4.607497342000045|ET|2019-05-28
Ciudad LÌmpia (ASE03)|11-0240|8|KR72 J Bis No 40 c -50Sur - ALAMEDAS DE TIMIZA 1|1100|S||2025-11-01 00:00:00||-74.14997347599996|4.607497342000045|ET|2019-05-28
Ciudad LÌmpia (ASE03)|11-0243|8|KR72 J Bis No 40 c -50Sur - ALAMEDAS DE TIMIZA 1|1100|S||2025-11-01 00:00:00||-74.14998537299994|4.607467598000028|ET|2019-05-28
Ciudad LÌmpia (ASE03)|11-0242|8|KR72 J Bis No 40 c -50Sur - ALAMEDAS DE TIMIZA 1|1100|S||2025-11-01 00:00:00||-74.14995562999997|4.607455701000049|ET|2019-05-28
Ciudad LÌmpia (ASE03)|11-0253|9|KR 99 No 19 - 43 - ALCALDIA FONTIB√ìN|1100|S||2025-11-01 00:00:00||-74.14298140199998|4.674168777000034|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0461|8|KR 71 B Bis No 12 -60 - ALMANZA RESERVADO|1100|S||2025-11-01 00:00:00||-74.12237761799997|4.640000517000033|ET|2019-05-09
Ciudad LÌmpia (ASE03)|11-0440|8|KR 71 B Bis No 12 -60 - ALMANZA RESERVADO|1100|S||2025-11-01 00:00:00||-74.12237761799997|4.640000517000033|ET|2019-05-09
Ciudad LÌmpia (ASE03)|11-0441|8|KR 71 B Bis No 12 -60 - ALMANZA RESERVADO|1100|S||2025-11-01 00:00:00||-74.12772468499998|4.639638042000058|ET|2019-05-09
Ciudad LÌmpia (ASE03)|11-0119|8|KR 71 F No 12B - 51 - ALSACIA RESERVADO 3|1100|S||2025-11-01 00:00:00||-74.12889660699994|4.644651436000061|ET|2019-05-09
Ciudad LÌmpia (ASE03)|11-0115|8|KR 71 F No 12B - 51 - ALSACIA RESERVADO 3|1100|S||2025-11-01 00:00:00||-74.12893229899998|4.644675230000075|ET|2019-05-09
Ciudad LÌmpia (ASE03)|11-0056|8|KR 71 F No 12B - 51 - ALSACIA RESERVADO 3|1100|S||2025-11-01 00:00:00||-74.12893824799994|4.644681179000031|ET|2019-05-09
Ciudad LÌmpia (ASE03)|11-0210|8|CL 3 Sur No 69 A -60 - AMERICAS CLUB RESIDENCIAL|1100|S||2025-11-01 00:00:00||-74.12998673699997|4.619735160000062|ET|2019-06-07
Ciudad LÌmpia (ASE03)|11-0372|8|CL 3 Sur No 69 A -60 - AMERICAS CLUB RESIDENCIAL|1100|S||2025-11-01 00:00:00||-74.12998673699997|4.619735160000062|ET|2019-06-07
Ciudad LÌmpia (ASE03)|11-0438|8|CL 3 Sur No 69 A -60 - AMERICAS CLUB RESIDENCIAL|1100|S||2025-11-01 00:00:00||-74.12998673699997|4.619735160000062|ET|2019-06-07
Ciudad LÌmpia (ASE03)|11-0371|8|CL 3 Sur No 69 A -60 - AMERICAS CLUB RESIDENCIAL|1100|S||2025-11-01 00:00:00||-74.12998673699997|4.619735160000062|ET|2019-06-07
Ciudad LÌmpia (ASE03)|11-0502|8|CL 3 Sur No 69 A -60 - AMERICAS CLUB RESIDENCIAL|1100|S||2025-11-01 00:00:00||-74.12998673699997|4.619735160000062|ET|2019-06-07
Ciudad LÌmpia (ASE03)|11-0244|8|KR 69 D No 1- 60 Sur - AMERICAS CLUB RESIDENCIAL ETAPA 2|1100|S||2025-11-01 00:00:00||-74.13096695599995|4.621032971000034|ET|2019-06-06
Ciudad LÌmpia (ASE03)|11-0249|8|KR 69 D No 1- 60 Sur - AMERICAS CLUB RESIDENCIAL ETAPA 2|1100|S||2025-11-01 00:00:00||-74.13096695599995|4.621032971000034|ET|2019-06-06
Ciudad LÌmpia (ASE03)|11-0215|8|KR 69 D No 1- 60 Sur - AMERICAS CLUB RESIDENCIAL ETAPA 2|1100|S||2025-11-01 00:00:00||-74.13096695599995|4.621032971000034|ET|2019-06-06
Ciudad LÌmpia (ASE03)|11-0250|8|KR 69 D No 1- 60 Sur - AMERICAS CLUB RESIDENCIAL ETAPA 2|1100|S||2025-11-01 00:00:00||-74.13096695599995|4.621032971000034|ET|2019-06-06
Ciudad LÌmpia (ASE03)|11-0251|8|KR 69 D No 1- 60 Sur - AMERICAS CLUB RESIDENCIAL ETAPA 2|1100|S||2025-11-01 00:00:00||-74.13096695599995|4.621032971000034|ET|2019-06-06
Ciudad LÌmpia (ASE03)|11-0343|8|KR 69 D No 1- 60 Sur - AMERICAS CLUB RESIDENCIAL ETAPA 2|1100|S||2025-11-01 00:00:00||-74.13096695599995|4.621032971000034|ET|2019-06-06
Ciudad LÌmpia (ASE03)|11-0393|8|KR 69 D No 1- 70 Sur - AMERICAS CLUB RESIDENCIAL ETAPA 3|1100|S||2025-11-01 00:00:00||-74.13097392599997|4.620997937000027|ET|2019-06-06
Ciudad LÌmpia (ASE03)|11-0378|8|KR 69 D No 1- 70 Sur - AMERICAS CLUB RESIDENCIAL ETAPA 3|1100|S||2025-11-01 00:00:00||-74.13097392599997|4.620997937000027|ET|2019-06-06
Ciudad LÌmpia (ASE03)|11-0399|8|KR 69 D No 1- 70 Sur - AMERICAS CLUB RESIDENCIAL ETAPA 3|1100|S||2025-11-01 00:00:00||-74.13097392599997|4.620997937000027|ET|2019-06-06
Ciudad LÌmpia (ASE03)|11-0329|8|KR 69 D No 1- 70 Sur - AMERICAS CLUB RESIDENCIAL ETAPA 3|1100|S||2025-11-01 00:00:00||-74.13097392599997|4.620997937000027|ET|2019-06-06
Ciudad LÌmpia (ASE03)|11-0673|8|KR 98 No 02 32 - TIERRA BUENA RESERVADO 2|1100|S||2025-11-01 00:00:00||-74.16922080899997|4.651340183000059|ET|2020-03-13
Ciudad LÌmpia (ASE03)|11-0904|8|KR 98 No 02 32 - TIERRA BUENA RESERVADO 2|1100|S||2025-11-01 00:00:00||-74.16922080899997|4.651340183000059|ET|2020-03-13
Ciudad LÌmpia (ASE03)|11-0886|8|KR 98 No 02 32 - TIERRA BUENA RESERVADO 2|1100|S||2025-11-01 00:00:00||-74.16922080899997|4.651340183000059|ET|2020-03-13
Ciudad LÌmpia (ASE03)|11-0883|8|KR 98 No 02 32 - TIERRA BUENA RESERVADO 2|1100|S||2025-11-01 00:00:00||-74.16922080899997|4.651340183000059|ET|2020-03-13
Ciudad LÌmpia (ASE03)|11-0932|8|KR 88 No 6A 79 - SANTAFE DEL TINTAL 1|1100|S||2025-11-01 00:00:00||-74.15701655299995|4.64559973300004|ET|2020-03-13
Ciudad LÌmpia (ASE03)|11-0612|8|KR 88 No 6A 79 - SANTAFE DEL TINTAL 1|1100|S||2025-11-01 00:00:00||-74.15701655299995|4.64559973300004|ET|2020-03-13
Ciudad LÌmpia (ASE03)|11-0828|8|KR 88 No 6A 79 - SANTAFE DEL TINTAL 1|1100|S||2025-11-01 00:00:00||-74.15701655299995|4.64559973300004|ET|2020-03-13
Ciudad LÌmpia (ASE03)|11-0747|8|KR 91C No 5A 46 SUR - PRIMAVERA DEL TINTAL ETAPA 2|1100|S||2025-11-01 00:00:00||-74.16610847299995|4.64579247000006|ET|2020-03-17
Ciudad LÌmpia (ASE03)|11-0362|8|CL 80C No 8 - 53 - CAMINO DE SAN GABRIEL|1100|S||2025-11-01 00:00:00||-74.14672653099996|4.643057981000027|ET|2025-03-17
Ciudad LÌmpia (ASE03)|11-0357|8|CL 80C No 8 - 53 - CAMINO DE SAN GABRIEL|1100|S||2025-11-01 00:00:00||-74.14672653099996|4.643057981000027|ET|2025-03-17
Ciudad LÌmpia (ASE03)|11-0374|8|CL 80C No 8 - 53 - CAMINO DE SAN GABRIEL|1100|S||2025-11-01 00:00:00||-74.14672653099996|4.643057981000027|ET|2025-03-17
Ciudad LÌmpia (ASE03)|11-0030|9|KR 102 No 16 B - 60 - CAMINO DE MODELIA 2|1100|S||2025-11-01 00:00:00||-74.15014979999995|4.670717786000068|ET|2019-06-07
Ciudad LÌmpia (ASE03)|11-0220|8|KR 79A No 11B 40 - CAMINOS DEL PARQUE ETAPA 2|1100|S||2025-11-01 00:00:00||-74.13721209599998|4.648064473000034|ET|2020-02-07
Ciudad LÌmpia (ASE03)|11-0211|8|KR 79A No 11B 40 - CAMINOS DEL PARQUE ETAPA 2|1100|S||2025-11-01 00:00:00||-74.13721209599998|4.648064473000034|ET|2020-02-07
Ciudad LÌmpia (ASE03)|11-0710|8|KR 79A No 11B 40 - CAMINOS DEL PARQUE ETAPA 2|1100|S||2025-11-01 00:00:00||-74.13721209599998|4.648064473000034|ET|2020-02-07
Ciudad LÌmpia (ASE03)|11-0266|8|KR 79A No 11B 40 - CAMINOS DEL PARQUE ETAPA 2|1100|S||2025-11-01 00:00:00||-74.13721209599998|4.648064473000034|ET|2020-02-07
Ciudad LÌmpia (ASE03)|11-0248|8|KR 72 Q No 41 C -71 Sur - CELULA  J|1100|S||2025-11-01 00:00:00||-74.15173824299995|4.612627856000074|ET|2019-06-04
Ciudad LÌmpia (ASE03)|11-0651|8|KR 72 Q No 41 C -71 Sur - CELULA  J|1100|S||2025-11-01 00:00:00||-74.15177155599997|4.612608820000048|ET|2019-06-04
Ciudad LÌmpia (ASE03)|11-0474|8|CL 6 No 94A 26 - CIUDAD TINTAL 2 ETAPA 1|1100|S||2025-11-01 00:00:00||-74.16321224399996|4.65345376700003|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0899|8|CL 6 No 94A 26 - CIUDAD TINTAL 2 ETAPA 1|1100|S||2025-11-01 00:00:00||-74.16324793599995|4.65344662800004|ET|2020-01-09
Ciudad LÌmpia (ASE03)|11-0148|8|CL 6 A  No 94 A - 25 - CIUDAD TINTAL 2 ETAPA 2|1100|S||2025-11-01 00:00:00||-74.16369828399996|4.653987040000061|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0453|8|CL 6 A  No 94 A - 25 - CIUDAD TINTAL 2 ETAPA 2|1100|S||2025-11-01 00:00:00||-74.16369828399996|4.653987040000061|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0226|8|KR 93 D No 6 - 37 - CIUDAD TINTAL 2 ETAPA 4|1100|S||2025-11-01 00:00:00||-74.16369528799999|4.6504978640000445|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0149|8|CL 6 A No 93 D - 67 - CIUDAD TINTAL 2 ETAPA 6|1100|S||2025-11-01 00:00:00||-74.16262676399998|4.65226849000004|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0153|8|CL 6 A No 93 D - 67 - CIUDAD TINTAL 2 ETAPA 6|1100|S||2025-11-01 00:00:00||-74.16262676399998|4.65226849000004|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0422|8|CL 7 No 94 79 - CIUDAD TINTAL SUPER MANZANA 1 SUPER LOTE 2|1100|S||2025-11-01 00:00:00||-74.15605787399994|4.656313896000029|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0471|8|CL 8 C No 92 - 72 - CIUDAD TINTAL DUPER MANZANA 5 SUPER LOTE 1|1100|S||2025-11-01 00:00:00||-74.15605787399994|4.656313896000029|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0467|8|CL 7 No 94 79 - CIUDAD TINTAL SUPER MANZANA 1 SUPER LOTE 2|1100|S||2025-11-01 00:00:00||-74.15605787399994|4.656313896000029|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0472|8|CL 8 C No 92 - 72 - CIUDAD TINTAL DUPER MANZANA 5 SUPER LOTE 1|1100|S||2025-11-01 00:00:00||-74.15605787399994|4.656313896000029|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0181|8|CL 71 No 94-78 - CIUDAD TINTAL SM 2 SL 1|1100|S||2025-11-01 00:00:00||-74.15931425099996|4.6554292100000225|ET|2019-05-22
Ciudad LÌmpia (ASE03)|11-0264|8|CL 71 No 94-78 - CIUDAD TINTAL SM 2 SL 1|1100|S||2025-11-01 00:00:00||-74.15931425099996|4.6554292100000225|ET|2019-05-22
Ciudad LÌmpia (ASE03)|11-0312|8|KR 78g No 38c-11 sur - COLEGIO EL JAP√ìN|1100|S||2025-11-01 00:00:00||-74.15344295299997|4.621632488000046|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0179|8|KR 78g No 38c-11 sur - COLEGIO EL JAP√ìN|1100|S||2025-11-01 00:00:00||-74.15344295299997|4.621632488000046|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0349|8|TV 78d No 53-21 sur - COLEGIO SAN RAFAEL|1100|S||2025-11-01 00:00:00||-74.16875490599995|4.610200990000067|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0231|8|CL 42B sur No 78i-05 - COLEGIO SAN RAFAEL|1100|S||2025-11-01 00:00:00||-74.16146149899998|4.617013845000031|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0501|8|TV 78d No 53-21 sur - COLEGIO SAN RAFAEL|1100|S||2025-11-01 00:00:00||-74.16875490599995|4.610200990000067|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0228|8|CL 42B sur No 78i-05 - COLEGIO SAN RAFAEL|1100|S||2025-11-01 00:00:00||-74.16146149899998|4.617013845000031|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0337|8|CL 40a sur No 79c-08 - COLEGIO TOM ADAMS|1100|S||2025-11-01 00:00:00||-74.15879948899999|4.62411649400002|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0144|8|CL 40J sur No 78-08 - COLEGIO TOM ADAMS|1100|S||2025-11-01 00:00:00||-74.15565993799999|4.618047003000072|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0361|8|CL 40a sur No 79c-08 - COLEGIO TOM ADAMS|1100|S||2025-11-01 00:00:00||-74.15879948899999|4.62411649400002|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0385|8|CL 40J sur No 78-08 - COLEGIO TOM ADAMS|1100|S||2025-11-01 00:00:00||-74.15565993799999|4.618047003000072|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0365|8|CL 40 Sur No 72L- 40 - CONJUNT RESIDENCIAL CRISTALES 1 Y 2|1100|S||2025-11-01 00:00:00||-74.14801352999996|4.610056400000076|ET|2019-06-04
Ciudad LÌmpia (ASE03)|11-0364|8|CL 40 Sur No 72L- 40 - CONJUNT RESIDENCIAL CRISTALES 1 Y 2|1100|S||2025-11-01 00:00:00||-74.14801352999996|4.610056400000076|ET|2019-06-04
Ciudad LÌmpia (ASE03)|11-0269|8|CL 40 Sur No 72L- 40 - CONJUNT RESIDENCIAL CRISTALES 1 Y 2|1100|S||2025-11-01 00:00:00||-74.14801352999996|4.610056400000076|ET|2019-06-04
Ciudad LÌmpia (ASE03)|11-0342|8|CL 40 Sur No 72L- 40 - CONJUNT RESIDENCIAL CRISTALES 1 Y 2|1100|S||2025-11-01 00:00:00||-74.14801352999996|4.610056400000076|ET|2019-06-04
Ciudad LÌmpia (ASE03)|11-0485|8|CL 40 Sur No 72L- 40 - CONJUNT RESIDENCIAL CRISTALES 1 Y 2|1100|S||2025-11-01 00:00:00||-74.14801352999996|4.610056400000076|ET|2019-06-04
Ciudad LÌmpia (ASE03)|11-0407|8|CL 40 SUR No 72Q-25 - CONJUNTO AGRUPACI√ìN TIMIZA|1100|S||2025-11-01 00:00:00||-74.15028006599994|4.613191975000063|ET|2019-06-15
Ciudad LÌmpia (ASE03)|11-0414|8|CL 40 SUR No 72Q-25 - CONJUNTO AGRUPACI√ìN TIMIZA|1100|S||2025-11-01 00:00:00||-74.15028006599994|4.613191975000063|ET|2019-06-15
Ciudad LÌmpia (ASE03)|11-0026|9|KR 68C No 22B-71 - CONJUNTO ALAMEIRA|1100|S||2025-11-01 00:00:00||-74.11168016799996|4.651175845000068|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0489|9|KR 68C No 22B-71 - CONJUNTO ALAMEIRA|1100|S||2025-11-01 00:00:00||-74.11157293199994|4.651107309000054|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0488|9|KR 68C No 22B-71 - CONJUNTO ALAMEIRA|1100|S||2025-11-01 00:00:00||-74.11166563499995|4.651193053000043|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0492|9|KR 68C No 22B-71 - CONJUNTO ALAMEIRA|1100|S||2025-11-01 00:00:00||-74.11155809599995|4.65112487600004|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0498|9|KR 68C No 22B-71 - CONJUNTO ALAMEIRA|1100|S||2025-11-01 00:00:00||-74.11165110099995|4.651210260000028|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0479|9|KR 68C No 22B-71 - CONJUNTO ALAMEIRA|1100|S||2025-11-01 00:00:00||-74.11154325999996|4.651142442000037|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0486|9|KR 68C No 22B-71 - CONJUNTO ALAMEIRA|1100|S||2025-11-01 00:00:00||-74.11163656799994|4.651227468000059|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0292|9|KR 68c No 23-31 - CONJUNTO ALTAGRACIA|1100|S||2025-11-01 00:00:00||-74.11126459499997|4.651671708000038|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0104|9|KR 68c No 23-31 - CONJUNTO ALTAGRACIA|1100|S||2025-11-01 00:00:00||-74.11126459499997|4.651671708000038|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0117|9|KR 68c No 23-31 - CONJUNTO ALTAGRACIA|1100|S||2025-11-01 00:00:00||-74.11126459499997|4.651671708000038|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0152|9|KR 68c No 23-31 - CONJUNTO ALTAGRACIA|1100|S||2025-11-01 00:00:00||-74.11126459499997|4.651671708000038|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0011|9|KR 68c No 23-31 - CONJUNTO ALTAGRACIA|1100|S||2025-11-01 00:00:00||-74.11126459499997|4.651671708000038|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0290|9|KR 68c No 23-31 - CONJUNTO ALTAGRACIA|1100|S||2025-11-01 00:00:00||-74.11126459499997|4.651671708000038|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0048|9|KR 68c No 23-31 - CONJUNTO ALTAGRACIA|1100|S||2025-11-01 00:00:00||-74.11126459499997|4.651671708000038|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0118|9|KR 68c No 23-31 - CONJUNTO ALTAGRACIA|1100|S||2025-11-01 00:00:00||-74.11126459499997|4.651671708000038|ET|2019-05-15
Ciudad LÌmpia (ASE03)|11-0182|9|KR 70 No 22-75 - CONJUNTO CARLOS LLERAS MANZANA C|1100|S||2025-11-01 00:00:00||-74.11779705299995|4.6561892080000575|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0375|9|KR 70 No 22-75 - CONJUNTO CARLOS LLERAS MANZANA C|1100|S||2025-11-01 00:00:00||-74.11779705299995|4.6561892080000575|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0351|9|KR 70 No 22-75 - CONJUNTO CARLOS LLERAS MANZANA C|1100|S||2025-11-01 00:00:00||-74.11779705299995|4.6561892080000575|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0352|9|KR 70 No 22-75 - CONJUNTO CARLOS LLERAS MANZANA C|1100|S||2025-11-01 00:00:00||-74.11779705299995|4.6561892080000575|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0348|9|KR 70 No 22-75 - CONJUNTO CARLOS LLERAS MANZANA C|1100|S||2025-11-01 00:00:00||-74.11779705299995|4.6561892080000575|ET|2019-05-21
Ciudad LÌmpia (ASE03)|11-0997|8|KR 80D No 7B 83 - CONJUNTO CERRADO SENDEROS DE CASTILLA 1|1100|S||2025-11-01 00:00:00||-74.14755178499996|4.641519136000056|ET|2019-10-15
Ciudad LÌmpia (ASE03)|11-0751|8|KR 80D No 7B 83 - CONJUNTO CERRADO SENDEROS DE CASTILLA 1|1100|S||2025-11-01 00:00:00||-74.14759937499997|4.641547689000049|ET|2019-10-15
Ciudad LÌmpia (ASE03)|11-0733|8|KR 80D No 7B 83 - CONJUNTO CERRADO SENDEROS DE CASTILLA 1|1100|S||2025-11-01 00:00:00||-74.14757082099999|4.641481064000061|ET|2019-10-15
